0	0
0.0125	0.025
0.0125	0.0375
0.0125	0.05
0.0125	0.0625
0.0125	0.075
0.0125	0.1
0.0125	0.1125
0.0125	0.1375
0.0125	0.15
0.0125	0.1625
0.0125	0.1875
0.0125	0.2
0.0125	0.2125
0.0125	0.2375
0.0125	0.25
0.0125	0.275
0.0125	0.3
0.0125	0.3125
0.0125	0.325
0.0125	0.3375
0.0125	0.3625
0.0125	0.3875
0.0125	0.4
0.0125	0.425
0.0125	0.45
0.0375	0.45
0.0625	0.45
0.0625	0.4625
0.075	0.4625
0.0875	0.4625
0.0875	0.475
0.0875	0.4875
0.0875	0.5
0.0875	0.525
0.0875	0.55
0.0875	0.5625
0.1125	0.5625
0.1125	0.575
0.1125	0.6
0.1125	0.6125
0.1125	0.625
0.1125	0.6375
0.1125	0.65
0.125	0.65
0.125	0.6625
0.125	0.6875
0.125	0.7
0.125	0.725
0.125	0.7375
0.125	0.75
0.125	0.7625
0.125	0.7875
0.125	0.8
0.1375	0.8
0.1625	0.8
0.1625	0.8125
0.1625	0.825
0.1625	0.8375
0.1625	0.85
0.1625	0.8625
0.1625	0.875
0.175	0.875
0.175	0.8875
0.175	0.9125
0.1875	0.9125
0.2	0.9125
0.2	0.9375
0.2125	0.9375
0.2375	0.9375
0.25	0.9375
0.275	0.9375
0.2875	0.9375
0.3125	0.9375
0.3125	0.95
0.325	0.95
0.3375	0.95
0.35	0.95
0.3625	0.95
0.375	0.95
0.3875	0.95
0.3875	0.975
0.4	0.975
0.4125	0.975
0.425	0.975
0.425	1
0.4375	1
0.45	1
0.4625	1
0.475	1
0.4875	1
0.5125	1
0.525	1
0.55	1
0.5625	1
0.575	1
0.5875	1
0.6125	1
0.6375	1
0.65	1
0.6625	1
0.675	1
0.7	1
0.725	1
0.7375	1
0.7625	1
0.7875	1
0.8	1
0.825	1
0.85	1
0.8625	1
0.875	1
0.9	1
0.9125	1
0.925	1
0.9375	1
0.9625	1
0.9875	1
1	1
